tripid,bikeid,starttime,stoptime,tripduration,O_id,O_name,O_lat,O_lon,D_id,D_name,D_lat,D_lon,usertype,gender,birth
12780,5987,67894,68200,306.0,302,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,332,Burling St (Halsted) & Diversey Pkwy (Temp),41.93314,-87.64776,Subscriber,Male,1994
12781,3327,67894,69462,"1,568.0",490,Troy St & Elston Ave,41.945243568,-87.706649901,157,Lake Shore Dr & Wellington Ave,41.936669,-87.636794,Subscriber,Female,1985
12782,563,67897,68352,455.0,602,Central St & Girard Ave,42.064313,-87.686152,601,Central St Metra,42.063598,-87.69873,Subscriber,Female,1985
12783,813,67902,70243,"2,341.0",284,Michigan Ave & Jackson Blvd,41.87785,-87.62408,2,Buckingham Fountain,41.87647,-87.62034,Customer,,
12784,4149,67907,71048,"3,141.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,49,Dearborn St & Monroe St,41.881319815,-87.629520919,Customer,,
12785,4056,67911,70475,"2,564.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,302,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,Subscriber,Female,1995
12786,5052,67911,70250,"2,339.0",284,Michigan Ave & Jackson Blvd,41.87785,-87.62408,2,Buckingham Fountain,41.87647,-87.62034,Customer,,
12787,6193,67913,68618,705.0,344,Ravenswood Ave & Lawrence Ave,41.96909,-87.674237,249,Montrose Harbor,41.963982,-87.638181,Subscriber,Male,1978
12788,5188,67917,68679,762.0,94,Clark St & Armitage Ave,41.918306,-87.636282,87,Racine Ave & Fullerton Ave,41.92556258,-87.65840426,Subscriber,Male,1994
12789,763,67920,69393,"1,473.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,237,MLK Jr Dr & 29th St,41.842052,-87.617,Subscriber,Male,1991
12790,5297,67929,71048,"3,119.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,49,Dearborn St & Monroe St,41.881319815,-87.629520919,Customer,,
12791,1803,67937,68796,859.0,250,Ashland Ave & Wellington Ave,41.936083,-87.669807,310,Damen Ave & Charleston St,41.920082,-87.677855,Customer,,
12792,505,67942,71064,"3,122.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,49,Dearborn St & Monroe St,41.881319815,-87.629520919,Customer,,
12793,1484,67966,68313,347.0,226,Racine Ave & Belmont Ave,41.939743,-87.658865,87,Racine Ave & Fullerton Ave,41.92556258,-87.65840426,Subscriber,Male,1992
12794,441,67966,68858,892.0,219,Damen Ave & Cortland St,41.915983,-87.677335,87,Racine Ave & Fullerton Ave,41.92556258,-87.65840426,Subscriber,Female,1991
12795,81,67970,69056,"1,086.0",84,Milwaukee Ave & Grand Ave,41.891578,-87.648384,13,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,Subscriber,Male,1988
12796,1709,67970,69375,"1,405.0",297,Paulina St & Montrose Ave,41.961507,-87.671387,249,Montrose Harbor,41.963982,-87.638181,Customer,Female,1991
12797,5635,67971,68261,290.0,111,Sedgwick St & Huron St,41.894666,-87.638437,110,Dearborn St & Erie St,41.893992,-87.629318,Subscriber,Male,1986
12798,5949,67972,68634,662.0,174,Canal St & Madison St,41.882091,-87.639833,53,Wells St & Huron St,41.894722,-87.634362,Subscriber,Male,1988
12799,3349,67978,69088,"1,110.0",241,Morgan St & Polk St,41.871737,-87.65103,241,Morgan St & Polk St,41.871737,-87.65103,Subscriber,Male,1975
12800,3584,67978,68627,649.0,291,Wells St & Evergreen Ave,41.906724,-87.63483,54,Ogden Ave & Chicago Ave,41.896362458,-87.654061273,Subscriber,Male,1988
12801,2831,67981,68936,955.0,157,Lake Shore Dr & Wellington Ave,41.936669,-87.636794,153,Southport Ave & Wellington Ave,41.935733,-87.663576,Subscriber,Female,1970
12802,3663,67982,68796,814.0,250,Ashland Ave & Wellington Ave,41.936083,-87.669807,310,Damen Ave & Charleston St,41.920082,-87.677855,Subscriber,Female,1988
12803,565,67985,68461,476.0,340,Clark St & Wrightwood Ave,41.929546,-87.643118,299,Halsted St & Roscoe St,41.94367,-87.64895,Subscriber,Male,1996
12804,2700,67988,68470,482.0,156,Clark St & Wellington Ave,41.936496822,-87.647538658,94,Clark St & Armitage Ave,41.918306,-87.636282,Subscriber,Male,1993
12805,2454,67991,69020,"1,029.0",69,Damen Ave & Pierce Ave,41.909396007,-87.677691929,182,Wells St & Elm St,41.903222,-87.634324,Subscriber,Male,1992
12806,6073,67993,69720,"1,727.0",197,Michigan Ave & Madison St,41.882134,-87.625125,196,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,Customer,Male,1960
12807,3874,67995,68492,497.0,226,Racine Ave & Belmont Ave,41.939743,-87.658865,349,Halsted St & Wrightwood Ave,41.929143,-87.649077,Subscriber,Female,1993
12808,472,67998,71064,"3,066.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,49,Dearborn St & Monroe St,41.881319815,-87.629520919,Customer,,
12809,6432,68003,68735,732.0,491,Talman Ave & Addison St,41.946635831,-87.694614758,227,Southport Ave & Waveland Ave,41.94815,-87.66394,Subscriber,Male,1986
12810,738,68016,68666,650.0,322,Kimbark Ave & 53rd St,41.799568,-87.594747,426,Ellis Ave & 60th St,41.785097146,-87.601072761,Subscriber,Male,1992
12811,6333,68021,68915,894.0,157,Lake Shore Dr & Wellington Ave,41.936669,-87.636794,153,Southport Ave & Wellington Ave,41.935733,-87.663576,Subscriber,Male,1966
12812,5580,68021,68531,510.0,123,California Ave & Milwaukee Ave,41.922695,-87.697153,511,Albany Ave & Bloomingdale Ave,41.914026713,-87.705126462,Subscriber,Male,1966
12813,3581,68033,69720,"1,687.0",197,Michigan Ave & Madison St,41.882134,-87.625125,196,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,Customer,Female,1982
12814,2867,68034,69130,"1,096.0",134,Peoria St & Jackson Blvd,41.877749,-87.649633,15,Racine Ave & 18th St,41.858166,-87.656495,Subscriber,Female,1989
12815,378,68037,77530,"9,493.0",240,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,240,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,Customer,,
12816,54,68040,69568,"1,528.0",112,Green St & Randolph St,41.883668,-87.64867,58,Marshfield Ave & Cortland St,41.916017,-87.668879,Subscriber,Female,1989
12817,1942,68041,69541,"1,500.0",112,Green St & Randolph St,41.883668,-87.64867,58,Marshfield Ave & Cortland St,41.916017,-87.668879,Subscriber,Male,1987
12818,5564,68041,69362,"1,321.0",297,Paulina St & Montrose Ave,41.961507,-87.671387,249,Montrose Harbor,41.963982,-87.638181,Customer,,
12819,1033,68044,68658,614.0,20,Sheffield Ave & Kingsbury St,41.910522,-87.653106,210,Ashland Ave & Division St,41.90345,-87.667747,Subscriber,Male,1979
12820,6031,68047,68637,590.0,529,Cicero Ave & Lake St,41.886841,-87.745261,532,Austin Blvd & Lake St,41.887919,-87.774446,Subscriber,Male,1974
12821,2237,68051,68919,868.0,157,Lake Shore Dr & Wellington Ave,41.936669,-87.636794,153,Southport Ave & Wellington Ave,41.935733,-87.663576,Subscriber,Male,1963
12822,5927,68051,68944,893.0,163,Damen Ave & Clybourn Ave,41.931931,-87.677856,485,Sawyer Ave & Irving Park Rd,41.953586179,-87.7093108,Subscriber,Male,1961
12823,2300,68061,69288,"1,227.0",99,Lake Shore Dr & Ohio St,41.89257,-87.614492,177,Theater on the Lake,41.926277,-87.630834,Subscriber,Male,1986
12824,4630,68064,69031,967.0,368,Ashland Ave & Archer Ave,41.839208684,-87.665609859,281,Western Ave & 24th St,41.84847,-87.685109,Subscriber,Male,1974
12825,1238,68068,68671,603.0,181,LaSalle St & Illinois St,41.890762,-87.631697,49,Dearborn St & Monroe St,41.881319815,-87.629520919,Subscriber,Male,1985
12826,3493,68070,69360,"1,290.0",268,Lake Shore Dr & North Blvd,41.911722,-87.626804,7,Field Blvd & South Water St,41.886349063,-87.617516547,Subscriber,Male,1984
12827,5680,68068,68611,543.0,304,Broadway & Waveland Ave,41.949074,-87.648636,115,Sheffield Ave & Wellington Ave,41.936266,-87.652662,Subscriber,Female,1979
12828,3641,68076,69341,"1,265.0",199,Wabash Ave & Grand Ave,41.891466,-87.626761,89,Financial Pl & Congress Pkwy (Temp),41.874618,-87.632882,Subscriber,Male,1990
12829,1409,68076,68380,304.0,258,Logan Blvd & Elston Ave,41.929465,-87.684158,504,Campbell Ave & Fullerton Ave,41.924632472,-87.689307006,Subscriber,Female,1990
12830,5990,68079,68479,400.0,35,Streeter Dr & Grand Ave,41.892278,-87.612043,211,St. Clair St & Erie St,41.894448,-87.622663,Subscriber,Male,1997
12831,240,68078,68497,419.0,223,Clifton Ave & Armitage Ave,41.918216,-87.656936,331,Halsted St & Clybourn Ave (*),41.909668,-87.648128,Subscriber,Female,1992
12832,1621,68079,69521,"1,442.0",31,Franklin St & Chicago Ave,41.896776,-87.635633,622,California Ave & Cortez St,41.900363,-87.696704,Subscriber,Female,1977
12833,1545,68083,69379,"1,296.0",268,Lake Shore Dr & North Blvd,41.911722,-87.626804,7,Field Blvd & South Water St,41.886349063,-87.617516547,Subscriber,Male,1983
12834,4977,68092,68727,635.0,364,Larrabee St & Oak St,41.900219493,-87.642985468,61,Wood St & Milwaukee Ave,41.907655,-87.672552,Subscriber,Male,1983
12835,6335,68106,68253,147.0,84,Milwaukee Ave & Grand Ave,41.891578,-87.648384,56,Desplaines St & Kinzie St,41.888716036,-87.644447853,Subscriber,Male,1987
12836,6300,68107,68497,390.0,223,Clifton Ave & Armitage Ave,41.918216,-87.656936,331,Halsted St & Clybourn Ave (*),41.909668,-87.648128,Subscriber,Male,1989
12837,4657,68109,70076,"1,967.0",284,Michigan Ave & Jackson Blvd,41.87785,-87.62408,2,Buckingham Fountain,41.87647,-87.62034,Customer,,
12838,236,68115,69094,979.0,100,Orleans St & Merchandise Mart Plaza,41.888243,-87.63639,25,Michigan Ave & Pearson St,41.89766,-87.62351,Subscriber,Male,1988
12839,3546,68115,68592,477.0,81,Daley Center Plaza,41.884241,-87.629634,133,Kingsbury St & Kinzie St,41.889176833,-87.638505772,Customer,,
12840,5861,68117,68871,754.0,74,Kingsbury St & Erie St,41.893626,-87.641527,90,Millennium Park,41.8810317,-87.62408432,Subscriber,Male,1993
12841,2445,68128,68543,415.0,299,Halsted St & Roscoe St,41.94367,-87.64895,254,Pine Grove Ave & Irving Park Rd,41.954383,-87.648043,Subscriber,Male,1987
12842,263,68128,68543,415.0,299,Halsted St & Roscoe St,41.94367,-87.64895,254,Pine Grove Ave & Irving Park Rd,41.954383,-87.648043,Subscriber,Male,1986
12843,6405,68134,68868,734.0,245,Clarendon Ave & Junior Ter,41.961004,-87.649603,465,Marine Dr & Ainslie St,41.9716,-87.650154,Subscriber,Male,1987
12844,5940,68136,68334,198.0,158,Milwaukee Ave & Wabansia Ave,41.912616,-87.681391,61,Wood St & Milwaukee Ave,41.907655,-87.672552,Subscriber,Female,1993
12845,4355,68144,69653,"1,509.0",162,Damen Ave & Wellington Ave,41.93588,-87.67842,182,Wells St & Elm St,41.903222,-87.634324,Subscriber,Male,1980
12846,1153,68145,70972,"2,827.0",349,Halsted St & Wrightwood Ave,41.929143,-87.649077,5,State St & Harrison St,41.874053,-87.627716,Customer,,
12847,1052,68148,69899,"1,751.0",436,Fairfield Ave & Roosevelt Rd,41.866624,-87.694521,333,Ashland Ave & Blackhawk St,41.907066,-87.667252,Customer,,
12848,4034,68147,70292,"2,145.0",255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,90,Millennium Park,41.8810317,-87.62408432,Customer,Female,1961
12849,6255,68155,69179,"1,024.0",157,Lake Shore Dr & Wellington Ave,41.936669,-87.636794,268,Lake Shore Dr & North Blvd,41.911722,-87.626804,Subscriber,Female,1994
12850,2586,68162,68758,596.0,307,Southport Ave & Clybourn Ave,41.920771,-87.663712,16,Paulina Ave & North Ave,41.910337,-87.670072,Subscriber,Male,1986
12851,742,68162,69899,"1,737.0",436,Fairfield Ave & Roosevelt Rd,41.866624,-87.694521,333,Ashland Ave & Blackhawk St,41.907066,-87.667252,Customer,,
12852,3392,68165,69094,929.0,100,Orleans St & Merchandise Mart Plaza,41.888243,-87.63639,25,Michigan Ave & Pearson St,41.89766,-87.62351,Subscriber,Female,1994
12853,6065,68163,70302,"2,139.0",229,Southport Ave & Roscoe St,41.943739,-87.66402,291,Wells St & Evergreen Ave,41.906724,-87.63483,Customer,,
12854,611,68172,68393,221.0,149,Calumet Ave & 33rd St,41.8349,-87.61793,148,State St & 33rd St,41.834734,-87.625813,Subscriber,Female,1991
12855,3147,68174,71874,"3,700.0",232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,Customer,Male,1990
12856,4872,68177,68509,332.0,52,Michigan Ave & Lake St,41.886024,-87.624117,195,Columbus Dr & Randolph St,41.884728,-87.619521,Subscriber,Female,1960
12857,3348,68178,70302,"2,124.0",229,Southport Ave & Roscoe St,41.943739,-87.66402,291,Wells St & Evergreen Ave,41.906724,-87.63483,Customer,,
12858,676,68182,70433,"2,251.0",55,Halsted St & Roosevelt Rd,41.867324,-87.648625,263,Rhodes Ave & 32nd St,41.836208,-87.613533,Subscriber,Male,1991
12859,6313,68188,69666,"1,478.0",34,Cannon Dr & Fullerton Ave,41.926755988,-87.634428785,81,Daley Center Plaza,41.884241,-87.629634,Customer,,
12860,3678,68194,68714,520.0,73,Jefferson St & Monroe St,41.880422,-87.642746,346,Ada St & Washington Blvd,41.88283,-87.661206,Subscriber,Male,1987
12861,5695,68195,68949,754.0,340,Clark St & Wrightwood Ave,41.929546,-87.643118,301,Clark St & Schiller St,41.907993,-87.631501,Subscriber,Male,1987
12862,4395,68199,70380,"2,181.0",55,Halsted St & Roosevelt Rd,41.867324,-87.648625,263,Rhodes Ave & 32nd St,41.836208,-87.613533,Subscriber,Male,1988
12863,2630,68201,68725,524.0,131,Lincoln Ave & Belmont Ave,41.939365,-87.668385,67,Sheffield Ave & Fullerton Ave,41.925601882,-87.653708042,Subscriber,Female,1991
12864,4954,68203,70380,"2,177.0",55,Halsted St & Roosevelt Rd,41.867324,-87.648625,263,Rhodes Ave & 32nd St,41.836208,-87.613533,Subscriber,Male,1984
12865,5138,68207,69036,829.0,182,Wells St & Elm St,41.903222,-87.634324,142,McClurg Ct & Erie St,41.894503,-87.617854,Subscriber,Female,1991
12866,4116,68208,68620,412.0,199,Wabash Ave & Grand Ave,41.891466,-87.626761,145,Mies van der Rohe Way & Chestnut St,41.898586651,-87.621915226,Subscriber,Male,1962
12867,6106,68215,68789,574.0,199,Wabash Ave & Grand Ave,41.891466,-87.626761,26,McClurg Ct & Illinois St,41.890359,-87.617532,Subscriber,Male,1971
12868,4970,68216,68396,180.0,254,Pine Grove Ave & Irving Park Rd,41.954383,-87.648043,240,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,Subscriber,Male,1983
12869,5200,68219,68797,578.0,154,Southport Ave & Belmont Ave,41.93949,-87.66378,115,Sheffield Ave & Wellington Ave,41.936266,-87.652662,Subscriber,Male,1983
12870,4819,68222,69058,836.0,198,Green St & Madison St,41.881892,-87.648789,54,Ogden Ave & Chicago Ave,41.896362458,-87.654061273,Subscriber,Male,1983
12871,6462,68222,71874,"3,652.0",232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,Customer,Female,1992
12872,5875,68229,69189,960.0,114,Sheffield Ave & Waveland Ave,41.949399,-87.654529,297,Paulina St & Montrose Ave,41.961507,-87.671387,Subscriber,Male,1953
12873,4289,68235,69313,"1,078.0",24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,3,Shedd Aquarium,41.867225957,-87.61535539,Subscriber,Male,1991
12874,1683,68231,70301,"2,070.0",255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,90,Millennium Park,41.8810317,-87.62408432,Customer,Female,1991
12875,2750,68237,68831,594.0,154,Southport Ave & Belmont Ave,41.93949,-87.66378,115,Sheffield Ave & Wellington Ave,41.936266,-87.652662,Subscriber,Female,1983
12876,3077,68241,68648,407.0,19,Loomis St & Taylor St (*),41.868968,-87.659141,108,Halsted St & Polk St,41.87184,-87.64664,Subscriber,Male,1992
12877,6068,68252,69551,"1,299.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,273,Michigan Ave & 18th St,41.857813,-87.62455,Customer,,
12878,4204,68257,69350,"1,093.0",291,Wells St & Evergreen Ave,41.906724,-87.63483,299,Halsted St & Roscoe St,41.94367,-87.64895,Subscriber,Male,1970
12879,4042,68259,68511,252.0,152,Lincoln Ave & Diversey Pkwy,41.932225,-87.658617,349,Halsted St & Wrightwood Ave,41.929143,-87.649077,Subscriber,Female,1994
12880,4728,68260,70321,"2,061.0",313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,195,Columbus Dr & Randolph St,41.884728,-87.619521,Customer,Male,1991
12881,4762,68264,69785,"1,521.0",126,Clark St & North Ave,41.911974,-87.631942,157,Lake Shore Dr & Wellington Ave,41.936669,-87.636794,Subscriber,Male,1994
12882,479,68265,69407,"1,142.0",349,Halsted St & Wrightwood Ave,41.929143,-87.649077,491,Talman Ave & Addison St,41.946635831,-87.694614758,Subscriber,Male,1992
12883,3850,68270,69627,"1,357.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,194,Wabash Ave & Wacker Pl,41.886875,-87.62603,Customer,,
12884,750,68279,70115,"1,836.0",459,Lakefront Trail & Bryn Mawr Ave,41.984036696,-87.652310469,459,Lakefront Trail & Bryn Mawr Ave,41.984036696,-87.652310469,Subscriber,Male,1956
12885,1095,68290,70321,"2,031.0",194,Wabash Ave & Wacker Pl,41.886875,-87.62603,6,Dusable Harbor,41.886976,-87.612813,Subscriber,Male,1988
12886,5266,68291,68583,292.0,296,Broadway & Belmont Ave,41.940106,-87.645451,303,Broadway & Cornelia Ave,41.945529,-87.646439,Subscriber,Male,1993
12887,3519,68296,68515,219.0,324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,177,Theater on the Lake,41.926277,-87.630834,Subscriber,Female,1991
12888,6030,68309,69359,"1,050.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,338,Calumet Ave & 18th St,41.857611,-87.619407,Customer,,
12889,618,68308,69697,"1,389.0",319,Greenview Ave & Diversey Pkwy,41.932595,-87.665939,243,Lincoln Ave & Sunnyside Ave,41.963004,-87.684781,Subscriber,Female,1960
12890,1455,68310,68581,271.0,57,Clinton St & Roosevelt Rd,41.867117783,-87.641087959,282,Halsted St & Maxwell St,41.864883,-87.647071,Customer,,
12891,3233,68315,69627,"1,312.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,194,Wabash Ave & Wacker Pl,41.886875,-87.62603,Customer,,
12892,1489,68316,69697,"1,381.0",319,Greenview Ave & Diversey Pkwy,41.932595,-87.665939,243,Lincoln Ave & Sunnyside Ave,41.963004,-87.684781,Subscriber,Male,1961
12893,2960,68321,69115,794.0,128,Damen Ave & Chicago Ave,41.895769,-87.67722,233,Sangamon St & Washington Blvd (*),41.883165,-87.6511,Subscriber,Female,1993
12894,2918,68324,69121,797.0,44,State St & Randolph St,41.884730201,-87.627733569,112,Green St & Randolph St,41.883668,-87.64867,Customer,,
12895,5339,68328,69402,"1,074.0",35,Streeter Dr & Grand Ave,41.892278,-87.612043,177,Theater on the Lake,41.926277,-87.630834,Customer,Female,1997
12896,687,68333,69121,788.0,44,State St & Randolph St,41.884730201,-87.627733569,112,Green St & Randolph St,41.883668,-87.64867,Customer,,
12897,6074,68334,69007,673.0,85,Michigan Ave & Oak St,41.90096039,-87.62377664,177,Theater on the Lake,41.926277,-87.630834,Subscriber,Male,1982
12898,1317,68340,69030,690.0,222,Milwaukee Ave & Rockwell St,41.920195,-87.693033,210,Ashland Ave & Division St,41.90345,-87.667747,Subscriber,Male,1976
12899,4627,68343,69506,"1,163.0",109,900 W Harrison St,41.874754,-87.649807,342,Wolcott Ave & Polk St,41.871262,-87.673688,Customer,Male,1998
12900,4576,68345,69538,"1,193.0",197,Michigan Ave & Madison St,41.882134,-87.625125,341,Adler Planetarium,41.866095,-87.607267,Customer,Female,1974
12901,3432,68351,69548,"1,197.0",126,Clark St & North Ave,41.911974,-87.631942,76,Lake Shore Dr & Monroe St,41.880958,-87.616743,Subscriber,Female,1988
12902,3824,68354,69171,817.0,305,Western Ave & Division St,41.902893,-87.687275,69,Damen Ave & Pierce Ave,41.909396007,-87.677691929,Customer,,
12903,6327,68355,70629,"2,274.0",255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,Customer,,
12904,6286,68358,69010,652.0,127,Lincoln Ave & Fullerton Ave,41.925905,-87.64926,331,Halsted St & Clybourn Ave (*),41.909668,-87.648128,Subscriber,Male,1991
12905,3202,68361,69941,"1,580.0",131,Lincoln Ave & Belmont Ave,41.939365,-87.668385,463,Clark St & Berwyn Ave,41.977996654,-87.668047105,Customer,Female,1979
12906,3201,68359,68873,514.0,324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,94,Clark St & Armitage Ave,41.918306,-87.636282,Subscriber,Male,1994
12907,2485,68364,70278,"1,914.0",255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,90,Millennium Park,41.8810317,-87.62408432,Subscriber,Male,1988
12908,3669,68370,69855,"1,485.0",131,Lincoln Ave & Belmont Ave,41.939365,-87.668385,463,Clark St & Berwyn Ave,41.977996654,-87.668047105,Customer,Female,1980
12909,3194,68375,70979,"2,604.0",349,Halsted St & Wrightwood Ave,41.929143,-87.649077,5,State St & Harrison St,41.874053,-87.627716,Customer,,
12910,6304,68379,68900,521.0,156,Clark St & Wellington Ave,41.936496822,-87.647538658,329,Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427,Subscriber,Male,1987
12911,2428,68384,70007,"1,623.0",84,Milwaukee Ave & Grand Ave,41.891578,-87.648384,299,Halsted St & Roscoe St,41.94367,-87.64895,Customer,Female,1990
12912,2357,68388,68681,293.0,302,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,225,Halsted St & Dickens Ave,41.919936,-87.64883,Subscriber,Male,1994
12913,1520,68389,69861,"1,472.0",131,Lincoln Ave & Belmont Ave,41.939365,-87.668385,463,Clark St & Berwyn Ave,41.977996654,-87.668047105,Customer,,1988
12914,6125,68392,68804,412.0,154,Southport Ave & Belmont Ave,41.93949,-87.66378,115,Sheffield Ave & Wellington Ave,41.936266,-87.652662,Customer,Male,1983
12915,4565,68394,69917,"1,523.0",38,Clark St & Lake St,41.886020828,-87.630876058,76,Lake Shore Dr & Monroe St,41.880958,-87.616743,Customer,,
12916,3078,68400,68891,491.0,156,Clark St & Wellington Ave,41.936496822,-87.647538658,329,Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427,Subscriber,Female,1989
12917,4199,68402,68761,359.0,35,Streeter Dr & Grand Ave,41.892278,-87.612043,211,St. Clair St & Erie St,41.894448,-87.622663,Customer,,
12918,2873,68408,69401,993.0,300,Broadway & Barry Ave,41.937725,-87.644095,323,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,Subscriber,Male,1984
12919,5983,68408,69485,"1,077.0",109,900 W Harrison St,41.874754,-87.649807,342,Wolcott Ave & Polk St,41.871262,-87.673688,Customer,,
12920,4249,68412,69525,"1,113.0",90,Millennium Park,41.8810317,-87.62408432,341,Adler Planetarium,41.866095,-87.607267,Customer,Male,1965
12921,6342,68416,69922,"1,506.0",38,Clark St & Lake St,41.886020828,-87.630876058,76,Lake Shore Dr & Monroe St,41.880958,-87.616743,Customer,,
12922,4857,68423,69913,"1,490.0",38,Clark St & Lake St,41.886020828,-87.630876058,76,Lake Shore Dr & Monroe St,41.880958,-87.616743,Customer,,
12923,4840,68423,69699,"1,276.0",313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,230,Lincoln Ave & Roscoe St,41.94334,-87.67097,Subscriber,Male,1956
12924,2704,68429,68857,428.0,233,Sangamon St & Washington Blvd (*),41.883165,-87.6511,241,Morgan St & Polk St,41.871737,-87.65103,Subscriber,Male,1986
12925,2130,68431,70089,"1,658.0",66,Clinton St & Lake St,41.885637,-87.641823,44,State St & Randolph St,41.884730201,-87.627733569,Customer,,
12926,4235,68433,68747,314.0,256,Broadway & Sheridan Rd,41.952833,-87.649993,231,Sheridan Rd & Montrose Ave,41.96167,-87.65464,Subscriber,Female,1993
12927,2514,68441,69024,583.0,247,Shore Dr & 55th St,41.795212,-87.580715,322,Kimbark Ave & 53rd St,41.799568,-87.594747,Subscriber,Female,1992
12928,5019,68442,71177,"2,735.0",26,McClurg Ct & Illinois St,41.890359,-87.617532,172,Rush St & Cedar St,41.902308701,-87.627690528,Customer,,
12929,3941,68445,69027,582.0,247,Shore Dr & 55th St,41.795212,-87.580715,322,Kimbark Ave & 53rd St,41.799568,-87.594747,Subscriber,Female,1991
12930,3406,68447,68673,226.0,231,Sheridan Rd & Montrose Ave,41.96167,-87.65464,240,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,Subscriber,Male,1974
12931,2894,68448,68730,282.0,141,Clark St & Lincoln Ave,41.915689,-87.6346,143,Sedgwick St & Webster Ave,41.922167,-87.638888,Subscriber,Male,1988
12932,1279,68451,68578,127.0,420,Ellis Ave & 55th St,41.794300621,-87.601449773,420,Ellis Ave & 55th St,41.794300621,-87.601449773,Subscriber,Male,1987
12933,6265,68453,68884,431.0,296,Broadway & Belmont Ave,41.940106,-87.645451,114,Sheffield Ave & Waveland Ave,41.949399,-87.654529,Subscriber,Male,1971
12934,324,68454,71093,"2,639.0",180,Ritchie Ct & Banks St,41.906866,-87.626217,180,Ritchie Ct & Banks St,41.906866,-87.626217,Subscriber,Female,1986
12935,73,68461,68855,394.0,333,Ashland Ave & Blackhawk St,41.907066,-87.667252,158,Milwaukee Ave & Wabansia Ave,41.912616,-87.681391,Subscriber,Male,1990
12936,5937,68462,69482,"1,020.0",420,Ellis Ave & 55th St,41.794300621,-87.601449773,417,Cornell Ave & Hyde Park Blvd,41.802406,-87.586924,Subscriber,Female,1989
12937,3739,68461,69398,937.0,463,Clark St & Berwyn Ave,41.977996654,-87.668047105,451,Sheridan Rd & Loyola Ave,42.00104378,-87.661198243,Customer,,
12938,2695,68469,70975,"2,506.0",349,Halsted St & Wrightwood Ave,41.929143,-87.649077,5,State St & Harrison St,41.874053,-87.627716,Customer,,
12939,362,68470,69160,690.0,463,Clark St & Berwyn Ave,41.977996654,-87.668047105,306,Sheridan Rd & Buena Ave,41.958494,-87.654966,Subscriber,Male,1974
12940,2830,68473,69052,579.0,349,Halsted St & Wrightwood Ave,41.929143,-87.649077,303,Broadway & Cornelia Ave,41.945529,-87.646439,Subscriber,Male,1994
12941,5613,68479,69434,955.0,35,Streeter Dr & Grand Ave,41.892278,-87.612043,107,Desplaines St & Jackson Blvd,41.878287,-87.643909,Subscriber,Male,1988
12942,3566,68483,68718,235.0,28,Larrabee St & Menomonee St,41.91468,-87.64332,118,Sedgwick St & North Ave,41.911386,-87.638677,Subscriber,Male,1993
12943,5238,68483,70498,"2,015.0",24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,331,Halsted St & Clybourn Ave (*),41.909668,-87.648128,Customer,,
12944,2080,68486,69171,685.0,39,Wabash Ave & Adams St,41.879472352,-87.625688606,273,Michigan Ave & 18th St,41.857813,-87.62455,Subscriber,Female,1986
12945,3660,68486,68853,367.0,161,Rush St & Superior St,41.895764746,-87.625908033,52,Michigan Ave & Lake St,41.886024,-87.624117,Subscriber,Male,1993
12946,721,68487,70000,"1,513.0",84,Milwaukee Ave & Grand Ave,41.891578,-87.648384,299,Halsted St & Roscoe St,41.94367,-87.64895,Customer,Male,1986
