tripid,bikeid,starttime,stoptime,tripduration,O_id,O_name,O_lat,O_lon,D_id,D_name,D_lat,D_lon,usertype,gender,birth
0,2744,21,474,453.0,118,Sedgwick St & North Ave,41.911386,-87.638677,180,Ritchie Ct & Banks St,41.906866,-87.626217,Subscriber,Male,1992
1,3259,34,1232,"1,198.0",115,Sheffield Ave & Wellington Ave,41.936266,-87.652662,220,Clark St & Drummond Pl,41.931248,-87.644336,Subscriber,Male,1992
2,2149,52,274,222.0,522,Bosworth Ave & Howard St,42.019537,-87.669563,520,Greenview Ave & Jarvis Ave,42.015962,-87.66857,Subscriber,Male,1965
3,6254,77,428,351.0,181,LaSalle St & Illinois St,41.890762,-87.631697,84,Milwaukee Ave & Grand Ave,41.891578,-87.648384,Subscriber,Male,1963
4,2586,107,1816,"1,709.0",232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,304,Broadway & Waveland Ave,41.949074,-87.648636,Customer,,
5,6247,115,510,395.0,509,Troy St & North Ave,41.909769302,-87.705280487,622,California Ave & Cortez St,41.900363,-87.696704,Customer,,
6,5473,140,559,419.0,226,Racine Ave & Belmont Ave,41.939743,-87.658865,156,Clark St & Wellington Ave,41.936496822,-87.647538658,Customer,Male,1992
7,5362,153,321,168.0,349,Halsted St & Wrightwood Ave,41.929143,-87.649077,340,Clark St & Wrightwood Ave,41.929546,-87.643118,Subscriber,Female,1995
8,6359,197,1133,936.0,86,Eckhart Park,41.89637337,-87.66098386,307,Southport Ave & Clybourn Ave,41.920771,-87.663712,Subscriber,Male,1987
9,1141,210,1824,"1,614.0",232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,304,Broadway & Waveland Ave,41.949074,-87.648636,Customer,,
10,3842,217,1830,"1,613.0",232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,304,Broadway & Waveland Ave,41.949074,-87.648636,Customer,,
11,3784,235,875,640.0,88,Racine Ave & Randolph St,41.884069,-87.656853,36,Franklin St & Jackson Blvd,41.877707956,-87.635321141,Subscriber,Male,1986
12,6167,243,1826,"1,583.0",232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,304,Broadway & Waveland Ave,41.949074,-87.648636,Customer,,
13,6192,246,1826,"1,580.0",232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,304,Broadway & Waveland Ave,41.949074,-87.648636,Customer,,
14,3363,309,1669,"1,360.0",140,Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,376,Artesian Ave & Hubbard St,41.88949182,-87.688219365,Subscriber,Female,1995
15,362,332,619,287.0,13,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,153,Southport Ave & Wellington Ave,41.935733,-87.663576,Subscriber,Male,1993
16,3334,333,709,376.0,261,Hermitage Ave & Polk St,41.871514,-87.669886,22,May St & Taylor St,41.8694821,-87.6554864,Subscriber,Female,1972
17,5232,361,742,381.0,133,Kingsbury St & Kinzie St,41.889176833,-87.638505772,112,Green St & Randolph St,41.883668,-87.64867,Subscriber,Male,1991
18,5466,388,1993,"1,605.0",117,Wilton Ave & Belmont Ave,41.94018,-87.65304,123,California Ave & Milwaukee Ave,41.922695,-87.697153,Subscriber,Male,1989
19,4649,386,1883,"1,497.0",482,Campbell Ave & Montrose Ave,41.961525933,-87.691165041,245,Clarendon Ave & Junior Ter,41.961004,-87.649603,Subscriber,Male,1982
20,2632,393,805,412.0,38,Clark St & Lake St,41.886020828,-87.630876058,41,Federal St & Polk St,41.872077633,-87.629543773,Subscriber,Male,1993
21,4417,404,2422,"2,018.0",305,Western Ave & Division St,41.902893,-87.687275,295,Broadway & Argyle St,41.973815,-87.65966,Subscriber,Male,1990
22,1982,417,579,162.0,288,Larrabee St & Armitage Ave,41.918084,-87.643749,94,Clark St & Armitage Ave,41.918306,-87.636282,Subscriber,Male,1993
23,6286,447,851,404.0,131,Lincoln Ave & Belmont Ave,41.939365,-87.668385,13,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,Subscriber,Male,1994
24,3090,460,2214,"1,754.0",21,Aberdeen St & Jackson Blvd,41.87772613,-87.65478743,21,Aberdeen St & Jackson Blvd,41.87772613,-87.65478743,Customer,,
25,6050,469,1054,585.0,120,Wentworth Ave & Cermak Rd (Temp),41.853005,-87.630578,120,Wentworth Ave & Cermak Rd (Temp),41.853005,-87.630578,Subscriber,Male,1999
26,3762,472,760,288.0,3,Shedd Aquarium,41.867225957,-87.61535539,97,Field Museum,41.865312,-87.617867,Subscriber,Male,1989
27,2873,473,1667,"1,194.0",54,Ogden Ave & Chicago Ave,41.896362458,-87.654061273,140,Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,Subscriber,Female,1988
28,3457,499,1344,845.0,331,Halsted St & Clybourn Ave (*),41.909668,-87.648128,30,Ashland Ave & Augusta Blvd,41.899643,-87.6677,Subscriber,Male,1993
29,4880,499,1415,916.0,192,Canal St & Adams St,41.879255,-87.639904,38,Clark St & Lake St,41.886020828,-87.630876058,Customer,,
30,2173,567,884,317.0,67,Sheffield Ave & Fullerton Ave,41.925601882,-87.653708042,220,Clark St & Drummond Pl,41.931248,-87.644336,Subscriber,Male,1987
31,32,604,1234,630.0,15,Racine Ave & 18th St,41.858166,-87.656495,124,Damen Ave & Cullerton St,41.855048,-87.675726,Customer,,
32,579,633,1234,601.0,45,Michigan Ave & Congress Pkwy,41.876243,-87.624426,26,McClurg Ct & Illinois St,41.890359,-87.617532,Subscriber,Male,1985
33,3346,641,1021,380.0,321,Wabash Ave & 9th St,41.870769,-87.625734,284,Michigan Ave & Jackson Blvd,41.87785,-87.62408,Subscriber,Male,1990
34,6260,663,1029,366.0,321,Wabash Ave & 9th St,41.870769,-87.625734,284,Michigan Ave & Jackson Blvd,41.87785,-87.62408,Customer,Male,1991
35,5258,667,1203,536.0,289,Wells St & Concord Ln,41.912133,-87.634656,143,Sedgwick St & Webster Ave,41.922167,-87.638888,Subscriber,Female,1992
36,1936,672,1028,356.0,223,Clifton Ave & Armitage Ave,41.918216,-87.656936,302,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,Subscriber,Male,1988
37,4117,671,1021,350.0,321,Wabash Ave & 9th St,41.870769,-87.625734,284,Michigan Ave & Jackson Blvd,41.87785,-87.62408,Customer,,
38,3883,674,1323,649.0,239,Western Ave & Leland Ave,41.966555,-87.688487,468,Budlong Woods Library,41.983664709,-87.696422561,Subscriber,Female,1964
39,6214,674,1085,411.0,31,Franklin St & Chicago Ave,41.896776,-87.635633,211,St. Clair St & Erie St,41.894448,-87.622663,Subscriber,Male,1967
40,4400,702,999,297.0,7,Field Blvd & South Water St,41.886349063,-87.617516547,52,Michigan Ave & Lake St,41.886024,-87.624117,Subscriber,Male,1979
41,526,708,1078,370.0,181,LaSalle St & Illinois St,41.890762,-87.631697,176,Clark St & Elm St,41.902973,-87.63128,Subscriber,Female,1988
42,4154,718,850,132.0,228,Damen Ave & Melrose Ave,41.9406,-87.6785,162,Damen Ave & Wellington Ave,41.93588,-87.67842,Subscriber,Male,1989
43,2077,755,1203,448.0,289,Wells St & Concord Ln,41.912133,-87.634656,143,Sedgwick St & Webster Ave,41.922167,-87.638888,Customer,,
44,4861,760,1600,840.0,97,Field Museum,41.865312,-87.617867,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Subscriber,Male,1992
45,1870,771,1263,492.0,343,Racine Ave & Wrightwood Ave,41.928887,-87.658971,313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,Subscriber,Male,1991
46,3762,777,1605,828.0,97,Field Museum,41.865312,-87.617867,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Subscriber,Male,1989
47,1993,785,2077,"1,292.0",117,Wilton Ave & Belmont Ave,41.94018,-87.65304,77,Clinton St & Madison St,41.882242,-87.641066,Subscriber,Male,1995
48,1120,791,2196,"1,405.0",129,Blue Island Ave & 18th St,41.857556,-87.661535,51,Clark St & Randolph St,41.884576228,-87.63188991,Subscriber,Male,1988
49,6430,805,1161,356.0,133,Kingsbury St & Kinzie St,41.889176833,-87.638505772,71,Morgan St & Lake St,41.885483308,-87.652304856,Subscriber,Male,1981
50,5075,834,1243,409.0,307,Southport Ave & Clybourn Ave,41.920771,-87.663712,60,Dayton St & North Ave,41.910578035,-87.649421929,Subscriber,Female,1983
51,676,919,1138,219.0,108,Halsted St & Polk St,41.87184,-87.64664,55,Halsted St & Roosevelt Rd,41.867324,-87.648625,Subscriber,Male,1964
52,3493,940,4017,"3,077.0",116,Western Ave & Winnebago Ave,41.91552,-87.687022,116,Western Ave & Winnebago Ave,41.91552,-87.687022,Customer,,
53,1418,970,1404,434.0,296,Broadway & Belmont Ave,41.940106,-87.645451,154,Southport Ave & Belmont Ave,41.93949,-87.66378,Subscriber,Male,1992
54,3246,1009,2482,"1,473.0",346,Ada St & Washington Blvd,41.88283,-87.661206,127,Lincoln Ave & Fullerton Ave,41.925905,-87.64926,Subscriber,Male,1991
55,2607,1033,1635,602.0,128,Damen Ave & Chicago Ave,41.895769,-87.67722,621,Aberdeen St & Randolph St,41.884114,-87.654264,Subscriber,Male,1995
56,2103,1038,1370,332.0,464,Damen Ave & Foster Ave,41.975614805,-87.679459039,344,Ravenswood Ave & Lawrence Ave,41.96909,-87.674237,Subscriber,Male,1964
57,5236,1040,1835,795.0,81,Daley Center Plaza,41.884241,-87.629634,180,Ritchie Ct & Banks St,41.906866,-87.626217,Subscriber,Female,1996
58,846,1049,1652,603.0,502,California Ave & Altgeld St,41.92669,-87.697668,158,Milwaukee Ave & Wabansia Ave,41.912616,-87.681391,Subscriber,Male,1989
59,156,1064,1290,226.0,121,Blackstone Ave & Hyde Park Blvd,41.802562,-87.590368,322,Kimbark Ave & 53rd St,41.799568,-87.594747,Subscriber,Female,1987
60,6050,1067,1465,398.0,120,Wentworth Ave & Cermak Rd (Temp),41.853005,-87.630578,401,Shields Ave & 28th Pl,41.842733,-87.635491,Subscriber,Male,1999
61,4071,1078,2418,"1,340.0",31,Franklin St & Chicago Ave,41.896776,-87.635633,374,Western Ave & Walton St,41.898417689,-87.686596016,Customer,,
62,6084,1079,1609,530.0,216,California Ave & Division St,41.903029,-87.697474,123,California Ave & Milwaukee Ave,41.922695,-87.697153,Subscriber,Male,1983
63,175,1083,2373,"1,290.0",349,Halsted St & Wrightwood Ave,41.929143,-87.649077,157,Lake Shore Dr & Wellington Ave,41.936669,-87.636794,Subscriber,Male,1986
64,2974,1085,1349,264.0,96,Desplaines St & Randolph St,41.88461619,-87.644570585,133,Kingsbury St & Kinzie St,41.889176833,-87.638505772,Subscriber,Male,1986
65,1003,1095,3338,"2,243.0",112,Green St & Randolph St,41.883668,-87.64867,118,Sedgwick St & North Ave,41.911386,-87.638677,Subscriber,Male,1995
66,4884,1094,2493,"1,399.0",219,Damen Ave & Cortland St,41.915983,-87.677335,301,Clark St & Schiller St,41.907993,-87.631501,Subscriber,Male,1994
67,1243,1099,2493,"1,394.0",219,Damen Ave & Cortland St,41.915983,-87.677335,301,Clark St & Schiller St,41.907993,-87.631501,Subscriber,Male,1994
68,4074,1107,2146,"1,039.0",291,Wells St & Evergreen Ave,41.906724,-87.63483,86,Eckhart Park,41.89637337,-87.66098386,Customer,,
69,992,1106,3329,"2,223.0",112,Green St & Randolph St,41.883668,-87.64867,118,Sedgwick St & North Ave,41.911386,-87.638677,Subscriber,Male,1994
70,4182,1111,1652,541.0,219,Damen Ave & Cortland St,41.915983,-87.677335,163,Damen Ave & Clybourn Ave,41.931931,-87.677856,Subscriber,Female,1984
71,3683,1116,2135,"1,019.0",291,Wells St & Evergreen Ave,41.906724,-87.63483,86,Eckhart Park,41.89637337,-87.66098386,Customer,,
72,5831,1125,2133,"1,008.0",291,Wells St & Evergreen Ave,41.906724,-87.63483,86,Eckhart Park,41.89637337,-87.66098386,Customer,,
73,4024,1131,1774,643.0,81,Daley Center Plaza,41.884241,-87.629634,176,Clark St & Elm St,41.902973,-87.63128,Subscriber,Male,1980
74,2813,1136,3329,"2,193.0",112,Green St & Randolph St,41.883668,-87.64867,118,Sedgwick St & North Ave,41.911386,-87.638677,Subscriber,Male,1996
75,5539,1138,2153,"1,015.0",291,Wells St & Evergreen Ave,41.906724,-87.63483,86,Eckhart Park,41.89637337,-87.66098386,Customer,,
76,4334,1153,1642,489.0,331,Halsted St & Clybourn Ave (*),41.909668,-87.648128,58,Marshfield Ave & Cortland St,41.916017,-87.668879,Subscriber,Male,1987
77,2242,1200,1668,468.0,67,Sheffield Ave & Fullerton Ave,41.925601882,-87.653708042,166,Ashland Ave & Wrightwood Ave,41.92883,-87.668507,Subscriber,Female,1998
78,1142,1205,1488,283.0,67,Sheffield Ave & Fullerton Ave,41.925601882,-87.653708042,188,Greenview Ave & Fullerton Ave,41.92533,-87.6658,Subscriber,Female,1999
79,497,1209,1463,254.0,140,Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,23,Orleans St & Elm St (*),41.902924,-87.637715,Subscriber,Male,1990
80,4503,1219,5513,"4,294.0",85,Michigan Ave & Oak St,41.90096039,-87.62377664,318,Southport Ave & Irving Park Rd,41.954177,-87.664358,Customer,Male,1977
81,435,1229,5535,"4,306.0",85,Michigan Ave & Oak St,41.90096039,-87.62377664,318,Southport Ave & Irving Park Rd,41.954177,-87.664358,Customer,Female,1981
82,4105,1304,1811,507.0,291,Wells St & Evergreen Ave,41.906724,-87.63483,224,Halsted St & Willow St,41.913865,-87.648755,Subscriber,Male,1982
83,3758,1322,1614,292.0,94,Clark St & Armitage Ave,41.918306,-87.636282,127,Lincoln Ave & Fullerton Ave,41.925905,-87.64926,Subscriber,Male,1986
84,2636,1327,1675,348.0,596,Benson Ave & Church St,42.048214,-87.683485,600,Dodge Ave & Church St,42.048308,-87.698224,Subscriber,Male,1989
85,187,1333,4723,"3,390.0",90,Millennium Park,41.8810317,-87.62408432,90,Millennium Park,41.8810317,-87.62408432,Customer,,
86,2590,1346,4742,"3,396.0",90,Millennium Park,41.8810317,-87.62408432,90,Millennium Park,41.8810317,-87.62408432,Customer,,
87,4282,1385,1496,111.0,302,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,67,Sheffield Ave & Fullerton Ave,41.925601882,-87.653708042,Subscriber,Male,1987
88,907,1389,2674,"1,285.0",117,Wilton Ave & Belmont Ave,41.94018,-87.65304,116,Western Ave & Winnebago Ave,41.91552,-87.687022,Subscriber,Male,1989
89,1129,1432,1828,396.0,226,Racine Ave & Belmont Ave,41.939743,-87.658865,227,Southport Ave & Waveland Ave,41.94815,-87.66394,Subscriber,Male,1990
90,4179,1449,2074,625.0,344,Ravenswood Ave & Lawrence Ave,41.96909,-87.674237,293,Broadway & Wilson Ave,41.965221,-87.658139,Subscriber,Male,1964
91,6236,1475,3762,"2,287.0",47,State St & Kinzie St,41.889187,-87.627754,489,Drake Ave & Addison St,41.947326,-87.717582,Subscriber,Male,1980
92,3141,1493,2292,799.0,128,Damen Ave & Chicago Ave,41.895769,-87.67722,222,Milwaukee Ave & Rockwell St,41.920195,-87.693033,Subscriber,Female,1988
93,1898,1504,2319,815.0,71,Morgan St & Lake St,41.885483308,-87.652304856,194,Wabash Ave & Wacker Pl,41.886875,-87.62603,Subscriber,Male,1986
94,6254,1521,3501,"1,980.0",84,Milwaukee Ave & Grand Ave,41.891578,-87.648384,306,Sheridan Rd & Buena Ave,41.958494,-87.654966,Subscriber,Male,1992
95,2337,1537,2048,511.0,299,Halsted St & Roscoe St,41.94367,-87.64895,329,Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427,Subscriber,Male,1986
96,4487,1567,3313,"1,746.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,77,Clinton St & Madison St,41.882242,-87.641066,Customer,,
97,4195,1611,1971,360.0,94,Clark St & Armitage Ave,41.918306,-87.636282,220,Clark St & Drummond Pl,41.931248,-87.644336,Subscriber,Male,1994
98,3003,1615,3330,"1,715.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,77,Clinton St & Madison St,41.882242,-87.641066,Customer,,
99,3340,1654,2396,742.0,77,Clinton St & Madison St,41.882242,-87.641066,19,Loomis St & Taylor St (*),41.868968,-87.659141,Subscriber,Male,1990
100,4085,1653,2191,538.0,308,Seeley Ave & Roscoe St,41.943403,-87.679618,153,Southport Ave & Wellington Ave,41.935733,-87.663576,Subscriber,Male,1990
101,331,1617,1895,278.0,112,Green St & Randolph St,41.883668,-87.64867,346,Ada St & Washington Blvd,41.88283,-87.661206,Subscriber,Male,1978
102,3729,1679,2701,"1,022.0",312,Clarendon Ave & Gordon Ter,41.957879,-87.649519,313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,Subscriber,Male,1985
103,3401,1702,2226,524.0,182,Wells St & Elm St,41.903222,-87.634324,27,Larrabee St & North Ave,41.91021,-87.6435,Subscriber,Male,1989
104,898,1711,3357,"1,646.0",76,Lake Shore Dr & Monroe St,41.880958,-87.616743,77,Clinton St & Madison St,41.882242,-87.641066,Customer,,
105,5006,1760,3606,"1,846.0",298,Lincoln Ave & Belle Plaine Ave,41.955927,-87.679259,451,Sheridan Rd & Loyola Ave,42.00104378,-87.661198243,Subscriber,Male,1984
106,1711,1787,2364,577.0,143,Sedgwick St & Webster Ave,41.922167,-87.638888,334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,Subscriber,Male,1984
107,2880,1803,1951,148.0,77,Clinton St & Madison St,41.882242,-87.641066,66,Clinton St & Lake St,41.885637,-87.641823,Subscriber,Female,1962
108,3836,1810,3701,"1,891.0",324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,158,Milwaukee Ave & Wabansia Ave,41.912616,-87.681391,Customer,,
109,353,1812,2512,700.0,347,Ashland Ave & Grace St,41.950687,-87.6687,152,Lincoln Ave & Diversey Pkwy,41.932225,-87.658617,Subscriber,Male,1990
110,2095,1816,2560,744.0,210,Ashland Ave & Division St,41.90345,-87.667747,56,Desplaines St & Kinzie St,41.888716036,-87.644447853,Subscriber,Male,1987
111,4189,1818,3171,"1,353.0",44,State St & Randolph St,41.884730201,-87.627733569,137,Morgan Ave & 14th Pl,41.862378,-87.651062,Subscriber,Male,1979
112,4961,1821,3673,"1,852.0",304,Broadway & Waveland Ave,41.949074,-87.648636,484,Monticello Ave & Irving Park Rd,41.954004839,-87.71912818,Customer,,
113,796,1821,2297,476.0,244,Ravenswood Ave & Irving Park Rd,41.95469,-87.67393,234,Clark St & Montrose Ave,41.961588,-87.666036,Subscriber,Male,1982
114,829,1842,2177,335.0,603,Chicago Ave & Sheridan Rd,42.050491,-87.677821,604,Sheridan Rd & Noyes St (NU),42.058239,-87.677432,Subscriber,Male,1997
115,3816,1851,3707,"1,856.0",324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,158,Milwaukee Ave & Wabansia Ave,41.912616,-87.681391,Customer,,
116,6386,1879,3707,"1,828.0",324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,158,Milwaukee Ave & Wabansia Ave,41.912616,-87.681391,Customer,,
117,2884,1896,6968,"5,072.0",142,McClurg Ct & Erie St,41.894503,-87.617854,26,McClurg Ct & Illinois St,41.890359,-87.617532,Customer,,
118,5432,1916,2988,"1,072.0",657,Wood St & Augusta Blvd,41.899181,-87.6722,113,Bissell St & Armitage Ave,41.91844,-87.65222,Subscriber,Female,1989
119,5980,1922,3032,"1,110.0",158,Milwaukee Ave & Wabansia Ave,41.912616,-87.681391,94,Clark St & Armitage Ave,41.918306,-87.636282,Subscriber,Male,1993
120,412,1997,2369,372.0,60,Dayton St & North Ave,41.910578035,-87.649421929,182,Wells St & Elm St,41.903222,-87.634324,Subscriber,Male,1991
121,1542,2010,2195,185.0,138,Clybourn Ave & Division St,41.904613,-87.640552,182,Wells St & Elm St,41.903222,-87.634324,Subscriber,Male,1993
122,373,2020,2603,583.0,71,Morgan St & Lake St,41.885483308,-87.652304856,186,Ogden Ave & Race Ave,41.891795,-87.658751,Customer,Male,1987
123,5304,2037,2383,346.0,359,Larrabee St & Division St,41.90348607,-87.643353494,176,Clark St & Elm St,41.902973,-87.63128,Subscriber,Male,1961
124,5707,2047,2323,276.0,449,Clark St & Columbia Ave,42.004450629,-87.672402405,451,Sheridan Rd & Loyola Ave,42.00104378,-87.661198243,Subscriber,Male,1982
125,3138,2055,3656,"1,601.0",91,Clinton St & Washington Blvd,41.88338,-87.64117,313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,Subscriber,Male,1990
126,5225,2085,3969,"1,884.0",251,Clarendon Ave & Leland Ave,41.967968,-87.650001,177,Theater on the Lake,41.926277,-87.630834,Customer,,
127,1581,2089,2391,302.0,16,Paulina Ave & North Ave,41.910337,-87.670072,219,Damen Ave & Cortland St,41.915983,-87.677335,Subscriber,Male,1994
128,837,2100,2951,851.0,165,Clark St & Grace St,41.95078,-87.659172,240,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,Customer,Male,1994
129,3506,2102,2446,344.0,244,Ravenswood Ave & Irving Park Rd,41.95469,-87.67393,238,Wolcott (Ravenswood) Ave & Montrose Ave (*),41.961406,-87.676169,Subscriber,Female,1986
130,5045,2120,2218,98.0,94,Clark St & Armitage Ave,41.918306,-87.636282,94,Clark St & Armitage Ave,41.918306,-87.636282,Customer,Female,1996
131,1022,2134,5673,"3,539.0",94,Clark St & Armitage Ave,41.918306,-87.636282,327,Sheffield Ave & Webster Ave,41.92154,-87.653818,Customer,Female,1997
132,1524,2141,2684,543.0,94,Clark St & Armitage Ave,41.918306,-87.636282,268,Lake Shore Dr & North Blvd,41.911722,-87.626804,Customer,Male,1995
133,396,2198,2986,788.0,165,Clark St & Grace St,41.95078,-87.659172,240,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,Customer,,
134,5117,2201,2375,174.0,458,Broadway & Thorndale Ave,41.989742511,-87.660140621,454,Broadway & Granville Ave,41.994779688,-87.660284535,Subscriber,Male,1965
135,2788,2240,5670,"3,430.0",94,Clark St & Armitage Ave,41.918306,-87.636282,327,Sheffield Ave & Webster Ave,41.92154,-87.653818,Customer,Female,1996
136,5960,2319,9648,"7,329.0",294,Broadway & Berwyn Ave,41.978353,-87.659753,294,Broadway & Berwyn Ave,41.978353,-87.659753,Customer,Female,1995
137,4619,2339,2856,517.0,103,Clinton St & Polk St (*),41.871466518,-87.640949133,103,Clinton St & Polk St (*),41.871466518,-87.640949133,Customer,Male,1983
138,6042,2342,9648,"7,306.0",294,Broadway & Berwyn Ave,41.978353,-87.659753,294,Broadway & Berwyn Ave,41.978353,-87.659753,Customer,Male,1993
139,5466,2375,3643,"1,268.0",123,California Ave & Milwaukee Ave,41.922695,-87.697153,30,Ashland Ave & Augusta Blvd,41.899643,-87.6677,Subscriber,Male,1985
140,6342,2441,3125,684.0,320,Loomis St & Lexington St,41.872187,-87.661501,282,Halsted St & Maxwell St,41.864883,-87.647071,Subscriber,Male,1992
141,397,2443,3137,694.0,320,Loomis St & Lexington St,41.872187,-87.661501,282,Halsted St & Maxwell St,41.864883,-87.647071,Subscriber,Male,1992
142,1921,2445,3426,981.0,60,Dayton St & North Ave,41.910578035,-87.649421929,627,LaSalle Dr & Huron St (*),41.894877,-87.632326,Subscriber,Male,1992
143,6358,2450,2782,332.0,173,Mies van der Rohe Way & Chicago Ave,41.89691,-87.621743,35,Streeter Dr & Grand Ave,41.892278,-87.612043,Subscriber,Male,1994
144,6429,2456,3315,859.0,165,Clark St & Grace St,41.95078,-87.659172,157,Lake Shore Dr & Wellington Ave,41.936669,-87.636794,Subscriber,Male,1985
145,5056,2465,3433,968.0,60,Dayton St & North Ave,41.910578035,-87.649421929,627,LaSalle Dr & Huron St (*),41.894877,-87.632326,Subscriber,Male,1993
146,2555,2465,3528,"1,063.0",313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,326,Clark St & Leland Ave,41.967096,-87.667429,Subscriber,Male,1993
147,779,2469,3322,853.0,165,Clark St & Grace St,41.95078,-87.659172,157,Lake Shore Dr & Wellington Ave,41.936669,-87.636794,Subscriber,Male,1991
148,5997,2528,3537,"1,009.0",291,Wells St & Evergreen Ave,41.906724,-87.63483,47,State St & Kinzie St,41.889187,-87.627754,Subscriber,Male,1989
149,6454,2532,3098,566.0,318,Southport Ave & Irving Park Rd,41.954177,-87.664358,254,Pine Grove Ave & Irving Park Rd,41.954383,-87.648043,Subscriber,Male,1972
150,1455,2567,3125,558.0,320,Loomis St & Lexington St,41.872187,-87.661501,282,Halsted St & Maxwell St,41.864883,-87.647071,Subscriber,Female,1996
151,4891,2591,3290,699.0,47,State St & Kinzie St,41.889187,-87.627754,41,Federal St & Polk St,41.872077633,-87.629543773,Subscriber,Male,1985
152,1927,2595,3079,484.0,291,Wells St & Evergreen Ave,41.906724,-87.63483,94,Clark St & Armitage Ave,41.918306,-87.636282,Subscriber,Male,1987
153,2571,2612,3079,467.0,291,Wells St & Evergreen Ave,41.906724,-87.63483,94,Clark St & Armitage Ave,41.918306,-87.636282,Subscriber,Female,1987
154,5550,2627,2895,268.0,243,Lincoln Ave & Sunnyside Ave,41.963004,-87.684781,311,Leavitt St & Lawrence Ave,41.968885,-87.684001,Subscriber,Male,1984
155,5423,2666,3161,495.0,229,Southport Ave & Roscoe St,41.943739,-87.66402,246,Ashland Ave & Belle Plaine Ave,41.956057,-87.668835,Subscriber,Female,1989
156,6470,2671,3018,347.0,297,Paulina St & Montrose Ave,41.961507,-87.671387,326,Clark St & Leland Ave,41.967096,-87.667429,Subscriber,Male,1989
157,718,2674,3422,748.0,133,Kingsbury St & Kinzie St,41.889176833,-87.638505772,29,Noble St & Milwaukee Ave,41.90068,-87.6626,Subscriber,Male,1987
158,5971,2709,5668,"2,959.0",268,Lake Shore Dr & North Blvd,41.911722,-87.626804,327,Sheffield Ave & Webster Ave,41.92154,-87.653818,Customer,Male,1995
159,3246,2721,3108,387.0,127,Lincoln Ave & Fullerton Ave,41.925905,-87.64926,288,Larrabee St & Armitage Ave,41.918084,-87.643749,Subscriber,Female,1992
160,3758,2723,3108,385.0,127,Lincoln Ave & Fullerton Ave,41.925905,-87.64926,288,Larrabee St & Armitage Ave,41.918084,-87.643749,Subscriber,Male,1979
161,682,2723,3730,"1,007.0",289,Wells St & Concord Ln,41.912133,-87.634656,303,Broadway & Cornelia Ave,41.945529,-87.646439,Subscriber,Female,1981
162,4063,2727,3537,810.0,291,Wells St & Evergreen Ave,41.906724,-87.63483,47,State St & Kinzie St,41.889187,-87.627754,Subscriber,Female,1989
163,4578,2738,3055,317.0,47,State St & Kinzie St,41.889187,-87.627754,24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,Subscriber,Male,1991
164,1549,2746,3346,600.0,38,Clark St & Lake St,41.886020828,-87.630876058,175,Wells St & Polk St,41.872596,-87.633502,Subscriber,Male,1979
165,2445,2782,3763,981.0,349,Halsted St & Wrightwood Ave,41.929143,-87.649077,291,Wells St & Evergreen Ave,41.906724,-87.63483,Customer,Male,1995
166,1522,2784,3017,233.0,316,Damen Ave & Sunnyside Ave,41.96325,-87.679258,344,Ravenswood Ave & Lawrence Ave,41.96909,-87.674237,Subscriber,Male,1989
167,4709,2791,3392,601.0,133,Kingsbury St & Kinzie St,41.889176833,-87.638505772,331,Halsted St & Clybourn Ave (*),41.909668,-87.648128,Subscriber,Male,1990
168,6091,2796,3279,483.0,622,California Ave & Cortez St,41.900363,-87.696704,160,Campbell Ave & North Ave,41.910535,-87.689556,Subscriber,Male,1989
169,1376,2813,4126,"1,313.0",313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,61,Wood St & Milwaukee Ave,41.907655,-87.672552,Subscriber,Male,1988
170,4457,2817,3204,387.0,291,Wells St & Evergreen Ave,41.906724,-87.63483,31,Franklin St & Chicago Ave,41.896776,-87.635633,Subscriber,Male,1992
